"advertiserId","programmeName","conversionRate","approvalRate","epc","launchDate","paymentStatus","paymentRiskLevel","awinIndex","feedEnabled","productReporting","commissionMin","commissionMax","leadMin","leadMax","cookieLength","parentSectors","subSectors","primarySector","averagePaymentTime","primaryRegion","descriptionShort","logoUrl","displayUrl"
"37926","Hemp Generation","9.1293","100.00","0.74","2025-07-24","green","none","60.2034","no","yes","0","0","0","0","365","Retail & Shopping","Health & Beauty","Health & Beauty","71","US","Have you ever wanted to sell cannabis but were concerned about the legality? Now with Hemp Generation you can become an affiliate with a 20% commission rate across the board. Make thousands of dollars by referring friends, family or other cannab","https://ui.awin.com/images/upload/merchant/profile/37926.png","https://HempGeneration.com"
"35838","Earthfoam","1.92785","100.00","0.97","2025-06-18","green","none","53.0249","no","yes","0","0","0","0","120","Retail & Shopping","Home & Garden","Home & Garden","69","US","","https://ui.awin.com/images/upload/merchant/profile/35838.png","https://earthfoam.com"
"49485","Lighted Address Numbers","10.1787","100.00","4.83","2025-08-05","green","none","86.1501","yes","yes","0","0","0","0","120","Retail & Shopping","Home & Garden","Home & Garden","25","US","Lighted Address Numbers offers premium, modern LED backlit house numbers. Our stylish, weatherproof numbers are available in multiple sizes, fonts, finishes, and power options, making homes more visible, safe, and beautifully lit","https://ui.awin.com/images/upload/merchant/profile/49485.png","https://www.lightedaddressnumbers.com"
"49989","Wildly Organic, LLC","9.59172","100.00","0.56","2025-08-12","green","none","60.6475","no","yes","0","0","0","0","1","Retail & Shopping","Health & Beauty","Health & Beauty","69","US","Welcome to the Wildly Organic Partner Program



The Wildly Organic team is passionate about our partnerships. Our approach to affiliate marketing is very simple – we seek to create value for you and your members!



We’","https://ui.awin.com/images/upload/merchant/profile/49989.png","https://wildlyorganic.com"
"50309","momi","35.2286","71.56","0.94","2025-07-29","green","none","68.9628","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","23","US","Our mission is to solve feeding problems for moms and babies, including bottle refusal, breast refusal and regurgitation.  The patented mōmi bottle is designed to require the baby to use the same oral mechanics in bottle feeding as at the breast.","https://ui.awin.com/images/upload/merchant/profile/50309.png","https://momi.baby"
"50199","Interior Delights","6.25875","100.00","0.13","2025-07-29","green","none","90.6052","no","yes","0","0","0","0","15","Retail & Shopping","Home & Garden","Home & Garden","14","US","Interior Delights is a small, one of a kind, home decor & furnishings shop located near downtown Parker, Colorado.","https://ui.awin.com/images/upload/merchant/profile/50199.png","https://www.interiordelights.net"
"49051","Gingerwood Design","","0.00","0.00","2025-08-05","green","none","0","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","null","US","Gingerwood, a family operated Austin design studio established in 2010, quickly transitioned into a turn-key Design + Build firm providing premier design services with in-house top-quality general contractors. We believe that a sense of home is","https://ui.awin.com/images/upload/merchant/profile/49051.png","https://gingerwooddesign.com"
"34757","Ina Labs Inc.","8.97436","100.00","0.87","2025-07-30","green","none","82.728","yes","yes","0","0","0","0","90","Retail & Shopping","Health & Beauty","Health & Beauty","45","US","AT INA, WE'RE ALL ABOUT INTIMATE, VULVAR HEALTH AND WELLNESS FOR WOMEN. Do you love our intimate skincare products or is your focus or following concerned with women's health?Earn up to 15% for every sale you bring our way!","https://ui.awin.com/images/upload/merchant/profile/34757.png","https://inalabs.com/collections/all"
"46317","Hauslane","5.33623","100.00","0.51","2025-08-11","green","none","56.3877","yes","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","70","US","Welcome to the Hauslane Partner ProgramThe Hauslane team is passionate about our partnerships. Our approach to affiliate marketing is very simple – we seek to create value for you and your members!","https://ui.awin.com/images/upload/merchant/profile/46317.png","https://www.hauslane.com"
"34521","Skura Style","0.925926","100.00","0.03","2025-07-30","green","none","51.9289","yes","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","74","US","



Skura Style Bio


.mainheader {
		font-family: Franklin Medium;
	font-size: 16px;
	color: #7d7d7d;
	font-weight: bold;
}

.style2 {
     co","https://ui.awin.com/images/upload/merchant/profile/34521.png","https://skurastyle.com"
"34549","The Comfy","2.6451","100.00","0.12","2025-08-12","green","none","53.6567","no","no","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","70","US","Welcome to The Comfy Partner Program

The Comfy team is passionate about our partnerships. Our approach to affiliate marketing is very simple – we seek to create value for you and your members!

We’ve created","https://ui.awin.com/images/upload/merchant/profile/34549.png","https://www.thecomfy.com"
"38412","MomMed","4.55945","60.26","0.44","2025-07-30","green","none","71.052","yes","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","17","US","Promote trusted maternity products and earn commissions. Support moms, grow your income, and partner with a rising global brand.","https://ui.awin.com/images/upload/merchant/profile/38412.png","https://www.mommed.com"
"38172","HONGKONG FORTUNE INDUSTRY TECHNOLOGY CO., LIMITED","1.68087","100.00","0.14","2025-07-30","green","none","52.6946","yes","yes","0","0","0","0","30","Retail & Shopping","Sports Equipment","Sports Equipment","73","US","About Trideer
Blessed with the top global annual sales in the yoga ball category and 1 million annual customers, Trideer is a global leader in top-notch yoga and fitness products. It aims to make exercises accessi","https://ui.awin.com/images/upload/merchant/profile/38172.png","https://trideer.com"
"36044","VitalRemedyMD Inc","19.6429","100.00","3.28","2025-08-05","green","none","63.3284","no","yes","0","0","0","0","15","Retail & Shopping","Health & Beauty","Health & Beauty","62","US","We create the highest quality, bioavailable products formulated by physicians and manufactured with high-quality ingredients to provide maximum brain, heart, immune and anti-aging health benefits.","https://ui.awin.com/images/upload/merchant/profile/36044.png","https://www.vitalremedymd.com"
"33857","NeonWill","0.697889","100.00","0.14","2025-08-05","green","none","69.7123","yes","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","27","US","NeonWill specializes in crafting premium LED Neon Signs, offering a diverse selection of designs to suit every taste.","https://ui.awin.com/images/upload/merchant/profile/33857.png","https://neonwill.com"
"51329","Mother Science","8.9418","100.00","0.73","2025-05-20","green","none","74.0143","no","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","55","US","","https://ui.awin.com/images/upload/merchant/profile/51329.png","https://www.motherscience.com"
"38722","scalamandre","6.77219","100.00","2.75","2025-08-05","green","none","62.7137","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","52","US","The Scalamandré design team is thrilled to partner with heritage American manufacturer, Cloth & Co, to create a bold new furniture collection.","https://ui.awin.com/images/upload/merchant/profile/38722.png","https://www.redfromscalamandre.com/love-is-in-the-pairs"
"35954","Pure Over","0.790669","100.00","0.09","2025-08-05","green","none","51.7995","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","71","US","","https://ui.awin.com/images/upload/merchant/profile/35954.png","https://pureover.com"
"50859","Gary House INC","","0.00","0.00","2025-08-05","green","none","0","yes","yes","0","0","0","0","90","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","We provide accurate information, guidance and high-quality curated products for all interests, needs and budgets in the world of sexual pleasure. Stan Institute is a judgment free environment committed to being at the forefront of social change","https://ui.awin.com/images/upload/merchant/profile/50859.png","https://new.staninstitute.com"
"34213","Ryan & Rose","1.27625","100.00","0.05","2025-07-30","green","none","52.2815","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","68","US","Ryan & Rose","https://ui.awin.com/images/upload/merchant/profile/34213.png","https://www.ryanandrose.co"
"34935","STR8 Oral Care","","0.00","0.00","2025-08-12","green","none","0","no","yes","0","0","0","0","90","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","STR8 Oral Care specializes in dental aligners, electric toothbrushes, whitening kits, custom mouth guards and other oral healthcare products.","https://ui.awin.com/images/upload/merchant/profile/34935.png","https://www.str8oralcare.com"
"51449","Exponent Beauty","1.87652","100.00","0.08","2025-07-23","green","none","52.8847","yes","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","70","US","
					html {background-color:#fff;}
					body {font-family:GoogleOpenSans;font-family:Arial, Helvetica, sans-serif;text-align:left;background-color:#fff;font-size:12pt;}
				
				
			
			","https://ui.awin.com/images/upload/merchant/profile/51449.png","https://www.exponentbeauty.com"
"33207","Bloom Nutrition","1.74325","100.00","0.09","2025-07-30","green","none","52.7526","no","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","71","US","At 250 lbs our co-founder, Mari hit rock bottom both mentally and physically. She decided to take ownership of her health, and with the help of her now-husband, Greg, she was able to lose 90lbs and find self-love. Fitness helped Mari bloom in","https://ui.awin.com/images/upload/merchant/profile/33207.png","https://bloomnu.com"
"51411","BMI Doctors","","0.00","0.00","2025-07-30","green","none","0","no","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","BMI Doctors is a national telemedicine practice specializing in medical weight loss with Semaglutide. BMI Doctors is licensed in 48 states nationwide.  The program includes blood work at Quest Diagnostics, an in-depth consultation by one of our","https://ui.awin.com/images/upload/merchant/profile/51411.png","https://bmidoctors.com"
"34321","LUE BONA","","0.00","0.00","2025-07-23","green","none","0","yes","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","75","US","LUE BONA focuses on the design and quality of comfortable home furniture boutique, which is to make customers enjoy supreme, elegant, healthy quality of life. We are honored to help our customers create dreaming home by providing various indoor","https://ui.awin.com/images/upload/merchant/profile/34321.png","https://www.shopluebona.com"
"52103","EFE","5.60231","84.03","0.51","2025-08-18","green","none","49.4657","yes","yes","0","0","0","0","30","Retail & Shopping","Clothing|Clothing Accessories|Department Stores|Health & Beauty","Clothing Accessories","70","US","EFE Glasses is a fashion-accessories eyewear brand offering trendy TR90/acetate/metal frames priced $19.99–$199.99. Styles for men and women across the US and worldwide—while rewarding affiliates with high commissions.","https://ui.awin.com/images/upload/merchant/profile/52103.png","https://www.efeglasses.com"
"40884","Nanit Nanita LLC","","0.00","0.00","2025-08-12","green","none","0","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","null","US","Fodory is a home and lifestyle shop full of beautiful things. We carry a well-edited assortment of home decor and kitchen accessories to bring your stories to life.

Join our affiliate program to earn commission! 10% commission rate of s","https://ui.awin.com/images/upload/merchant/profile/40884.png","https://WWW.FODORY.COM"
"44521","ISEE HAIR","2.38454","21.09","0.16","2025-07-02","green","none","17.8913","yes","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","70","US","ISEE Hair have baout 2 million visits per month, company specialize in high quality 100% human hair, including hair wigs, bundles, lace closure frontal, variety of colors and accessories etc. Average order over $180,Monthly sales 5 million dollors.","https://ui.awin.com/images/upload/merchant/profile/44521.png","https://www.iseehair.com/?utm_source=affiliate&utm_medium=shareasale-link"
"41776","ROWAN ELECTRIC APPLIANCE LLC.","2.5164","92.98","2.62","2025-07-29","green","none","63.9543","yes","yes","0","0","0","0","15","Retail & Shopping","Home & Garden","Home & Garden","55","US","Kismile is a trusted home  kitchen appliance brand offering coffee makers, ice makers, freezers, and more. With 2%+ conversion and $300–$2,000 AOV, affiliates earn at least 10% commission. Kismile delivers quality, convenience, and joy to every home.","https://ui.awin.com/images/upload/merchant/profile/41776.png","https://kismile.com"
"34847","Agent Nateur","0.190588","100.00","0.02","2025-08-12","green","none","51.1922","yes","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","68","US","At Agent Nateur, we believe that our beauty regimens should be a luxurious experience that renews the skin. With a focus on quality and efficacy, all of our skincare is made with youth-illuminating European active ingredients that have been clin","https://ui.awin.com/images/upload/merchant/profile/34847.png","https://www.agentnateur.com"
"27417","Stecker Express DE","6.3381","98.44","0.44","2022-04-11","green","none","77.3457","yes","no","0","0","0","0","30","Retail & Shopping","DIY|Electronic Accessories|Electronic Superstore|Home & Garden","DIY","39","DE","Wir liefern über 100.000 Produkte wie Steckverbinder, Kabel, Verschraubungen, Schrumpfschläuche und mehr stückweise bzw. meterweise ohne VPE oder Mindestmenge an mehr als 10.000 B2B und B2C Kunden.","https://ui.awin.com/images/upload/merchant/profile/27417.png","https://stex24.com/de/"
"40190","Vella Bioscience","7.9627","100.00","0.22","2025-06-10","green","none","58.9843","no","yes","0","0","0","0","90","Retail & Shopping","Health & Beauty","Health & Beauty","71","US","Vella Bioscience is a leading sexual wellness brand uniquely positioned at the intersection of proprietary science and luxury beauty. Vella values it media advocates to help increase its brand awareness and generate trials. In addition to Vellab","https://ui.awin.com/images/upload/merchant/profile/40190.png","https://www.vellabio.com"
"44713","JJ Smith","4.42894","99.88","0.39","2025-06-19","green","none","55.4126","yes","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","71","US","Hello Affiliates, we are super excited to have you join our program!


JJ Smith is a #1 New York Times bestselling author, nutritionist, and certified weight-loss expert, passionate relationship/life coach, and inspirational offers are offeri","https://ui.awin.com/images/upload/merchant/profile/44713.png","https://www.jjsmithonline.com/supplements"
"44801","Zyppah Anti Snoring Mouthguard (US)","","0.00","0.00","2025-07-15","green","none","0","no","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","

A Snoring Solution that Actually Works
Discover ZYPPAH, the revolutionary anti-snoring mouthpiece with a 91% success rate in FDA-approved trials, as seen on NBC Nightly News and feature","https://ui.awin.com/images/upload/merchant/profile/44801.png","https://zyppah.com"
"43969","Hostage Tape","","0.00","0.00","2025-07-29","green","none","0","no","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","71","US","Hostage Tape : Strongest Comfortable Mouth Tape on the Planet


10% for every first time sale","https://ui.awin.com/images/upload/merchant/profile/43969.png","https://www.hostagetape.com"
"47417","Sonya Dakar Skincare","1.16284","9.52","0.25","2025-07-24","green","none","23.4736","yes","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","70","US","Sonya Dakar Skincare is a line of aesthetician-developed skin care solutions based in Beverly Hills, California. Since 1982, Sonya Dakar has been creative genre-defining skin care for celebrities, influencers, and customers from around the world","https://ui.awin.com/images/upload/merchant/profile/47417.png","https://www.sonyadakar.com"
"49209","Bgmgirl hair company","2.17618","26.33","0.42","2025-07-21","green","none","20.0653","yes","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","70","US","BGMgirl Hair company specialize in unprocessed 100% human virgin hair. We have 600,000 visits per month,Our main sale hair wigs, bundles, lace closure frontal, variety of colors and accessories etc. Average order over $170,Monthly sales 1 million dollors","https://ui.awin.com/images/upload/merchant/profile/49209.png","https://www.bgmgirl.com/?utm_source=affiliate&utm_medium=shareasale-link"
"47381","House of Hyacinth","","0.00","0.00","2025-08-05","green","none","0","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","null","US","House of Hyacinth is a brand devoted to the home and table, with a little bit of jewelry thrown in for fun :).
",,"https://www.houseofhyacinth.com"
"42884","Star best buy","","0.00","0.00","2025-08-12","green","none","0","no","yes","0","0","0","0","90","Retail & Shopping","Home & Garden","Home & Garden","null","US","Homeries was founded with the everyday homeowner in mind. Our products are meant to enhance your day to day routines, storage, space and much more. We made creating these products our career and kept you in mind through each step. We strive to o",,"https://homeries.com"
"96109","ATLRx","7.90487","100.00","1.07","2025-07-17","green","none","89.0119","no","no","0","0","0","0","45","Retail & Shopping","Health & Beauty","Health & Beauty","32","US","Welcome to the ATLRx Partner Program

The ATLRx team is passionate about our partnerships. Our approach to affiliate marketing is very simple – we seek to create value for you and your members!

We’ve created","https://ui.awin.com/images/upload/merchant/profile/96109.png","https://www.atlrx.com"
"50421","The Flower Remedy","","0.00","0.00","2025-07-30","green","none","0","no","yes","0","0","0","0","60","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","Welcome to The Flower Remedy Partner Program!

The Flower Remedy offers cutting edge health and beauty products that combine classic flower remedies with traditional homeopathy to boost our customer's health and make them feel great. Our produ","https://ui.awin.com/images/upload/merchant/profile/50421.png","https://www.TheFlowerRemedy.com"
"49181","Heart in Home","","0.00","0.00","2025-08-12","green","none","0","no","yes","0","0","0","0","90","Retail & Shopping","Home & Garden","Home & Garden","null","US","We are a Canadian online shop, based out of Ontario. We are looking to provide you with a variety of items to bring personality and character to your home and family.",,"https://www.heartinhome.ca"
"11307","ESPA Skincare (US)","4.45915","93.88","0.30","2017-10-05","green","none","65.4039","yes","yes","3","6","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","51","US","Inspired by the knowledge of the health & skincare practitioners, our aim at ESPA has always been to help you look and feel your best every day, for you to have naturally beautiful skin and a renewed sense of inner calm.","https://ui.awin.com/images/upload/merchant/profile/11307.png","https://us.espaskincare.com"
"18292","No7 Beauty US","3.32221","94.96","0.19","2019-10-02","green","none","64.7396","yes","yes","8","8","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","50","US","No7 exists to help women make a positive impact on their world and help them look and feel their best.","https://ui.awin.com/images/upload/merchant/profile/18292.png","https://us.no7beauty.com/"
"29069","Dermstore (US)","2.53387","94.47","0.46","2022-04-19","green","none","61.7602","yes","yes","0","0","0","0","30","Retail & Shopping","Gifts & Flowers|Green (Eco friendly)|Health & Beauty","Health & Beauty","51","US","Dermstore offers professional-strength formulas from top skin care brands, hard-to-find spa care and natural beauty brands, professional hair care and makeup products, and specialty brands from around the world.","https://ui.awin.com/images/upload/merchant/profile/29069.png","https://www.dermstore.com/"
"34515","Electrolux","2.22222","31.58","0.08","2025-08-05","green","none","22.4403","yes","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","73","US","Electrolux is a leading global appliance company that has shaped living for the better for more than 100 years. We are a leading global appliance company with renowned consumer brands including Electrolux, AEG and Frigidaire. Under our brands, i","https://ui.awin.com/images/upload/merchant/profile/34515.png","https://www.electrolux.com"
"34533","Happy Healthy Hippie","6.64366","100.00","0.21","2025-07-24","green","none","57.6651","no","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","68","US","


Page Title



","https://ui.awin.com/images/upload/merchant/profile/34533.png","https://happyhealthyhippieco.com"
"34649","Aced It Co","","0.00","0.00","2025-07-30","green","none","0","yes","yes","0","0","0","0","7","Retail & Shopping","Home & Garden","Home & Garden","78","US","Aced It Co's scents are embodied from the golf course and hand-poured into a candle. The first collection consists of 9 scents, each of which have a unique blend of earthy and woody smells. 


Our Mission: Recreating familiar scents from the","https://ui.awin.com/images/upload/merchant/profile/34649.png","https://www.aceditco.com"
"34655","Image Skincare","3.7973","100.00","0.79","2025-08-11","green","none","54.8767","yes","yes","0","0","0","0","45","Retail & Shopping","Health & Beauty","Health & Beauty","69","US","Welcome to the IMAGE Skincare® Affiliate Program!   Turn your passion for IMAGE Skincare into profits. Join us by promoting clean clinical skincare™ and earn commissions that exceed industry standards. We look forward to a successful partnership!","https://ui.awin.com/images/upload/merchant/profile/34655.png","https://imageskincare.com/?utm_source=shareasale.com&utm_medium=referral&utm_term=image_skincare&utm_content=text_link&utm_campaign=affiliate"
"35013","Karuna Consulting","1.94175","100.00","0.15","2025-08-12","green","none","52.9564","no","yes","0","0","0","0","90","Retail & Shopping","Health & Beauty","Health & Beauty","70","US","
		@import url(""https://use.typekit.net/whc8hil.css"");
		:root {
			--h-font: roc-grotesk,sans-serif;
			--body-font: neue-haas-unica, sans-serif;

			--c-green: #b4bc01;
			--c-blue: #4e738a;
			--c-purple: #7c6990;
			--c-tan:","https://ui.awin.com/images/upload/merchant/profile/35013.png","https://www.holistikwellness.com"
"35421","The Candle Garden","","0.00","0.00","2025-07-30","green","none","0","no","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","null","US","The Candle Garden offers a bespoke collection of hand-poured soy wax candles. Based in Atlantic Beach Florida, The Candle Garden is best known for manufacturing the candles that are the signature scent for Conrad Hotels across the United States.","https://ui.awin.com/images/upload/merchant/profile/35421.png","https://www.thecandlegarden.co"
"35541","Aligner32","2.5977","96.45","0.72","2025-06-26","green","none","52.0744","yes","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","70","US","Aligner32 Affiliate Program
Aligner32 is a fast growing Direct to Customer Invisible Aligners company.

Program Highlights

30 day cookie duration
Commission - Flat 5%
Promotional discount coupons
ITP Compliant
","https://ui.awin.com/images/upload/merchant/profile/35541.png","https://aligner32.com"
"35836","EAROS","6.62192","100.00","0.33","2025-07-30","green","none","57.6553","no","yes","0","0","0","0","45","Retail & Shopping","Automotive|DIY|Gadgets|Gifts & Flowers|Green (Eco friendly)|Health & Beauty|Music & DVD|Office Supplies","Health & Beauty","72","US","EAROS is the best hearing protection product on the market, filtering out harmful decibels without sacrificing your ability to communicate and enjoy high-fidelity music and sound.","https://ui.awin.com/images/upload/merchant/profile/35836.png","https://earos.com"
"36422","Echo Neon","1.14266","92.86","0.32","2025-08-12","green","none","48.96","yes","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","69","US","Reasons to promote Echo Neon:
The mission and heart of Echo Neon are to make it easier and more affordable for people who need a neon light glowing in","https://ui.awin.com/images/upload/merchant/profile/36422.png","https://www.echoneon.com/neon-sign-for-sale"
"33639","ANNA New York","","0.00","0.00","2025-08-12","green","none","0","no","yes","0","0","0","0","90","Retail & Shopping","Home & Garden","Home & Garden","null","US","Home decor meets a fusion of luxury materials & modern design. Shop the latest collection. Designed in New York, loved around the world. We make everyday moments extraordinary. Highest Quality. Unique Pieces. Find The Perfect Gift. Modern Entert",,"https://annanewyork.com"
"34197","Avantera Health","5.61025","100.00","0.22","2025-07-30","green","none","56.6323","yes","yes","0","0","0","0","60","Retail & Shopping","Health & Beauty","Health & Beauty","70","US","Nootropics brand helping people live healthier happier lives","https://ui.awin.com/images/upload/merchant/profile/34197.png","https://avanterahealth.com"
"36566","LSA International Inc","12.781","92.31","0.85","2025-07-24","green","none","58.2896","yes","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","71","US","An award-winning London-based design studio, LSA International is considered one of Europe's leading brands of contemporary handmade glassware and porcelain.","https://ui.awin.com/images/upload/merchant/profile/36566.png","https://www.lsa-international.com/us"
"36668","THE FURI CORPORATION","0.605263","100.00","0.13","2025-07-24","green","none","51.6178","yes","yes","0","0","0","0","60","Retail & Shopping","Sports Equipment","Sports Equipment","72","US","Furi Sport was founded with a mission to reimagine tennis for a new generation.  Furi Sport  is the future of tennis tapping into the next generation of the sport's fans and the cultural excitement around the game.  The brand launched with two g","https://ui.awin.com/images/upload/merchant/profile/36668.png","https://furisport.com"
"36800","Hüga Heat","","0.00","0.00","2025-08-12","green","none","0","yes","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","null","US","We sell hüga heated cushions to restaurants, event venues, and individuals wishing to serve/dine, socialize, or attend events outdoors. Our solution is different from current alternatives such as patio heaters because the heat is in direct conta","https://ui.awin.com/images/upload/merchant/profile/36800.png","https://www.hugaheat.com"
"36850","ORZORZ","","0.00","0.00","2025-07-30","green","none","0","yes","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","null","US","Since the beginning of COVID-19 at the end of 2019, as if our outdoor activities were pressed the pause button, the ORZORZ brand, enlightened by NASA-related cosmic star pictures, has developed a star projector to realize the idea of bringing","https://ui.awin.com/images/upload/merchant/profile/36850.png","https://orzorzvip.com"
"36938","Leath","","0.00","0.00","2025-07-30","green","none","0","yes","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","null","US","Leath provides modern approach to the homegrown. The Fieldhouse by Leath is a frictionless,","https://ui.awin.com/images/upload/merchant/profile/36938.png","https://www.growleath.com"
"36952","chandler bats","","0.00","0.00","2025-07-23","green","none","0","yes","yes","0","0","0","0","30","Retail & Shopping","Sports Equipment","Sports Equipment","null","US","8% Commission. 30 Day cookies.

Chandler Bats was founded in 2009 in East Norriton, Pennsylvania as a response to the need to improve safety in the game of baseball. In 2008, the rate of broken bats in Major League Baseball was at an a","https://ui.awin.com/images/upload/merchant/profile/36952.png","https://www.chandlerbats.com/?utm_source=affiliate&utm_medium=cpc&utm_campaign=ep4p&utm_term=&utm_content=&ep4p_ref=affiliate"
"37158","The Great Egress Co (US)","9.09091","100.00","7.85","2022-11-16","green","none","74.2097","no","yes","0","0","0","0","30","Retail & Shopping","DIY|Home & Garden","Home & Garden","61","US","The Great Egress Co is an eCommerce store selling specially designed egress windows in Canada and the USA. These are the emergency escape windows legally required in habitable spaces in a basement to provide a second exit in the event of an emergency.","https://ui.awin.com/images/upload/merchant/profile/37158.png","https://www.thegreategressco.com/"
"33267","Ulike","2.12396","24.70","0.32","2025-08-18","green","none","28.6049","yes","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","71","US","Ulike is the industry pioneer in high-end hair removal devices in Asia Pacific for 5 consecutive years, bringing excellent body hair removal experience to more than 2.5 million users all over the world. 
 We concentrate on rese","https://ui.awin.com/images/upload/merchant/profile/33267.png","https://www.ulike.com"
"33301","Smart Tracking Technologies, LLC DBA Link My Pet","4.73776","100.00","0.54","2025-08-05","green","none","55.7916","yes","yes","0","0","0","0","30","Retail & Shopping","Home & Garden","Home & Garden","null","US","We offer 10% in affiliate commission on Link. Presently, Link is only available in the Untied States and we offer free shipping.

Link My Pet is a smart pet wearable for dogs.  Link is a leader in this emerging pet tech.  Link is more than jus","https://ui.awin.com/images/upload/merchant/profile/33301.png","https://www.linkmypet.com"
"4099","LBC Lighting (US & Canada)","","0.00","0.00","2012-06-11","green","none","0","no","yes","0","8","0","0","30","Retail & Shopping","Furniture & Soft Furnishings|Home & Garden","Home & Garden","null","US","LBC Lighting Pro offers the widest range of contemporary lighting products and we are committed to help you find products that will fit your needs and meet your budget requirements.","https://ui.awin.com/images/upload/merchant/profile/4099.png","https://www.lbclightingpro.com"
"20693","Coconu (US)","1.66737","82.04","0.10","2020-10-05","green","none","75.2615","no","yes","0","0","0","0","30","Retail & Shopping","Erotic|Health & Beauty","Erotic","35","US","Coconu is dedicated to helping couples increase their capacity for connection, intimacy and pleasure.","https://ui.awin.com/images/upload/merchant/profile/20693.png","https://coconu.com/"
"44009","mychway online","5.30418","100.00","1.61","2025-07-23","green","none","71.1321","yes","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","49","US","myChway offers high-quality beauty equipment for both home and professional spa use. With 10+ years in design, RD, and manufacturing, we focus on safe, effective solutions. We welcome affiliates, spa owners, and content creators to partner with us.","https://ui.awin.com/images/upload/merchant/profile/44009.png","https://mychway.online/collections/usa-warehouse?utm_source=awin&utm_campaign=US+Stock+"
"44721","Longevity Sciences, Inc. (d/b/a Tally Health)","","0.00","0.00","2025-07-30","green","none","0","no","yes","0","0","0","0","15","Retail & Shopping","Health & Beauty","Health & Beauty","null","US","Tally Health was founded by the world’s foremost expert on longevity research, Dr. David Sinclair, on the principle that aging is a treatable medical condition. David’s decades of research and breakthrough discoveries at Harvard Medical School h","https://ui.awin.com/images/upload/merchant/profile/44721.png","https://tallyhealth.com"
"39964","Volare Fitness","0.399647","100.00","0.03","2025-07-24","green","none","51.4028","yes","yes","0","0","0","0","30","Retail & Shopping","Sports Equipment","Sports Equipment","67","US","Welcome to Volare! 

At Volare, we aim to create products that fit in with the aesthetic of your home. Our line of fitness products consists of core sliders, a yoga mat, booty bands, and a set of resistance bands. The look and feel of our equi","https://ui.awin.com/images/upload/merchant/profile/39964.png","https://www.volare.fitness"
"39968","Nuebiome","4.54545","75.00","0.67","2025-08-05","green","none","55.0294","yes","yes","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","56","US","Nuebiome is a probiotic bioferment and plant-based skincare brand that emphasizes the use of a triple probiotic blend to achieve balanced and great skin. This powerful combination pre-,pro-, and post biotic active renews the skin while replen","https://ui.awin.com/images/upload/merchant/profile/39968.png","https://www.nuebiome.com"
